index,title,url,final_url,toc_path,markdown_path,raw_html_path
281,Quote Cost Elements API,https://compass.coupa.com/en-us/products/product-documentation/integration-technical-documentation/the-coupa-core-api/resources/transactional-resources/sourcing-api-(quote_requests)/quote-cost-elements-api,https://coupa-external.okta.com/app/coupa-external_compassportal_1/exko20u0a42DBmEca1t7/sso/saml?SAMLRequest=fVLbjtMwEP2VyO9OnPTC1mordbcgKi0QbQsPvKymzoS11rGNx1nK3%2BOkgApS9zEnc24zXhJ0xstNH5%2FsA37vkWK2267YYwvtZA6TGYfFVPFpM2%2F5zeR45Kiqm4UQswnijGVfMJB2dsWqXLBsR9TjzlIEGxMkqjkXUy4Wh7KSQkgxz8ty9pVl2%2BSiLcSR%2BRSjJ1kUyvUeOJ4iBgsmd88RcuW6Arz%2F799jgj0QeRdi%2BioLPD27SvQCptX2tnuroIxvCiJXDOVY9s4FhWPDFWvBEA5J6ySgX%2FAvUgcXnXLmVttG228r1gcrHZAmaaFDklHJ%2FebDvUxN5fE8RPL94VDz%2BtP%2BwLINEYah0p2z1HcY9hhetMLPD%2FeXJcfk%2BVhorDdoFte4LDt1xpIcj%2FR6JP87P1svh2k53iJc8F%2Bnw58EbH0167K4UD7bePkxSe22tTNa%2FRw23UG87lTm5YjohrfjqMQOtNk0TUCitENj3I%2B7gBDTYWLo0wKK9dn23ze6%2FgU%3D&RelayState=http%3A%2F%2Fcompass.coupa.com%2Fen-us%2Fproducts%2Fproduct-documentation%2Fintegration-technical-documentation%2Fthe-coupa-core-api%2Fresources%2Ftransactional-resources%2Fsourcing-api-(quote_requests)%2Fquote-cost-elements-api,Integration Technical Documentation > The Coupa Core API > Resources > Transactional Resources > Sourcing API (/quote_requests) > Quote Cost Elements API,markdown\0281-Quote_Cost_Elements_API.md,raw-html\0281-Quote_Cost_Elements_API.html
282,Quote Cost Formula API,https://compass.coupa.com/en-us/products/product-documentation/integration-technical-documentation/the-coupa-core-api/resources/transactional-resources/sourcing-api-(quote_requests)/quote-cost-formula-api,https://coupa-external.okta.com/app/coupa-external_compassportal_1/exko20u0a42DBmEca1t7/sso/saml?SAMLRequest=fVLRbtswDPwVQ%2B%2B2ZcdoYiEJkDYbFqDbjCbbw14KRmFWobKkiXKX%2Ff1kpRuyAembdOLx7kjNCXrtxGoIT%2BYBfwxIIdusF%2Bxxf5xMKt7McgA5yRuIp%2F0Umly2OJsh7o%2FtlLPsK3pS1ixYXcTbhmjAjaEAJkSI1zc5b3Le7qpacC74TcHb9hvL1lFFGQiJ%2BRSCI1GW0g4OcjwF9AZ0YZ8DFNL2JTj339tjhB0QOetDvFUlnp5tzQcOTb2%2B7d9JqMK0JLLlGI5l762XmBIu2BE04ei0iw3UC%2F5FOm%2BDlVbfKnNQ5vuCDd4IC6RIGOiRRJBiu%2Fp4L2JSsT8Xkfiw23V593m7Y9mKCP0Y6c4aGnr0W%2FQvSuKXh%2FvLkMl5kQKleGPP8hqXZadeGxJpSW9bcq%2F%2B2XI%2BVou0C3%2FBf5sOfxyw5VWv8%2FKi81nGiU%2Bx1WbdWa3kr3HSPYTrSlVRJUQd8mMqFdiD0qvDwSNRnKHW9uedRwhxMcEPcQDl8iz77x9d%2FgY%3D&RelayState=http%3A%2F%2Fcompass.coupa.com%2Fen-us%2Fproducts%2Fproduct-documentation%2Fintegration-technical-documentation%2Fthe-coupa-core-api%2Fresources%2Ftransactional-resources%2Fsourcing-api-(quote_requests)%2Fquote-cost-formula-api,Integration Technical Documentation > The Coupa Core API > Resources > Transactional Resources > Sourcing API (/quote_requests) > Quote Cost Formula API,markdown\0282-Quote_Cost_Formula_API.md,raw-html\0282-Quote_Cost_Formula_API.html
283,Quote Task Attributes API,https://compass.coupa.com/en-us/products/product-documentation/integration-technical-documentation/the-coupa-core-api/resources/transactional-resources/sourcing-api-(quote_requests)/quote-task-attributes-api,https://coupa-external.okta.com/app/coupa-external_compassportal_1/exko20u0a42DBmEca1t7/sso/saml?SAMLRequest=fVJdb9owFP0rkd8dOyEEYgESLZuG1G1RoXvYS3VjzGrVsTNfp2P%2Fvk7YKjaJPubknq97vUBoTSfWfXiy9%2BpnrzAk282SPMKkmDQVFHReHUtazGdTCsV0Rpv5tJRNnk0nTUmSb8qjdnZJ8pSTZIvYq63FADZEiOcl5QXl1T7LBeeClymvqu8k2UQXbSGMzKcQOhSMSdd3QNUpKG%2FBpO45QCpdy6Dr%2Fvv3GOEOEDvnQ%2FzKmDo9u5z3HIp8c9N%2BkJCFGUN0bChHko%2FOSzU2XJIjGFRD0joK6Bf1htTeBSedudH2oO2PJem9FQ5Qo7DQKhRBit36852ITUVzHkLxab%2Bvaf11tyfJGlH5odKts9i3yu%2BUf9FSPdzfXZYck6djobHeoMmucUlyao1FMR7p%2FUjdn%2FxktRimxXgLf8F%2Fnw5%2FE5DV1awLdqF8tunElyi13dTOaPl72HQL4bpTlmYjog%2F0OI4K1YI268PBK8S4Q2Pcr1uvIMTDBN%2FHBbDV2fbfN7p6BQ%3D%3D&RelayState=http%3A%2F%2Fcompass.coupa.com%2Fen-us%2Fproducts%2Fproduct-documentation%2Fintegration-technical-documentation%2Fthe-coupa-core-api%2Fresources%2Ftransactional-resources%2Fsourcing-api-(quote_requests)%2Fquote-task-attributes-api,Integration Technical Documentation > The Coupa Core API > Resources > Transactional Resources > Sourcing API (/quote_requests) > Quote Task Attributes API,markdown\0283-Quote_Task_Attributes_API.md,raw-html\0283-Quote_Task_Attributes_API.html
284,Quote Request Currency API,https://compass.coupa.com/en-us/products/product-documentation/integration-technical-documentation/the-coupa-core-api/resources/transactional-resources/sourcing-api-(quote_requests)/quote-request-currency-api,https://coupa-external.okta.com/app/coupa-external_compassportal_1/exko20u0a42DBmEca1t7/sso/saml?SAMLRequest=fVJNb9swDP0rhu6yZMN1WiEJkDYbFqDbjCbdYZeCkdlWqC1potxl%2F36ysxXZgPTIJ%2FJ9kJoT9J1XqyE%2B2zv8MSDFbLNesAdd4gxmes9hXwGv9hXyK6g1ry7rFiTW9WUpWfYNAxlnF6zMU7UhGnBjKYKNCZJlzWXF5dWuKJWUSs5yWV58Z9k6qRgLcZp8jtGTEkK7wQPHQ8RgocvdS4Rcu16A9%2F%2B9PSTYA5F3IaaqEHh4caUcJFTl%2Brr%2FoKGIM0HkxBiOZR9d0DglXLBH6AhHp00iMK%2F4hjTBRaddd21sa%2BzTgg3BKgdkSFnokVTUarv6fKtSUrU%2FNpH6tNs1vPm63bFsRYRhjHTjLA09hi2GV6Px%2Fu72NOTkPJ8CTfFGTnFulmWHvrOkpiO9b8n%2F8c%2BW87FbTbcIJ%2FPvj8NfB2x51utcnDAfZbz6kqg268Z1Rv8aN91DPK9U5MWEmJY%2FTq0KezDdqm0DEqUddp37eRMQYjpMDENagFgeZf%2F9o8vf&RelayState=http%3A%2F%2Fcompass.coupa.com%2Fen-us%2Fproducts%2Fproduct-documentation%2Fintegration-technical-documentation%2Fthe-coupa-core-api%2Fresources%2Ftransactional-resources%2Fsourcing-api-(quote_requests)%2Fquote-request-currency-api,Integration Technical Documentation > The Coupa Core API > Resources > Transactional Resources > Sourcing API (/quote_requests) > Quote Request Currency API,markdown\0284-Quote_Request_Currency_API.md,raw-html\0284-Quote_Request_Currency_API.html
286,User Reassignments API,https://compass.coupa.com/en-us/products/product-documentation/integration-technical-documentation/the-coupa-core-api/resources/transactional-resources/user-reassignments-api,https://coupa-external.okta.com/app/coupa-external_compassportal_1/exko20u0a42DBmEca1t7/sso/saml?SAMLRequest=fVLfb9owEP5XIr8ndkIaigVItGwaUrtFhe1hL9XhHKvVxE59Tsf%2B%2Bzlmm%2Bgk%2Bpgv9%2F2685yga3u5GvyTecCXAcknm%2FWCPc7UJM%2BryVV6KA77tEQQKUywSsvr%2FUzkqrnCqmLJN3SkrVmwIhMs2RANuDHkwfgAiaJKRZmK2S4vpBBSTLNpWX5nyTq4aAM%2BMp%2B870lyruzQQ4pHj85Am9lnD5myHYe%2B%2F%2B%2FfY4B7IOqt8%2BEr53h8toUYBJTF%2Bqb7oCD3U05k%2BViOJR%2BtUxgbLtgBWsIxaR0E9Cv%2BQ2pnvVW2vdGm0ebHgg3OSAukSRrokKRXcru6v5Ohqdyfhkh%2B2u3qtP6y3bFkRYRurHRrDQ0dui26V63w68PdecmYPIuFYr1Rk1%2FisuTYtYZkPNL7kfo%2F%2BdlyPk7LeAt3xn%2BfDn8TsOXFrHN%2Bpnyy6eXnILVZ17bV6te46Q78Zac8yyOim%2FQQRyV2oNtV0zgkCjtsW%2Fvz1iH4cBjvhrAAvjzZvn2jy98%3D&RelayState=http%3A%2F%2Fcompass.coupa.com%2Fen-us%2Fproducts%2Fproduct-documentation%2Fintegration-technical-documentation%2Fthe-coupa-core-api%2Fresources%2Ftransactional-resources%2Fuser-reassignments-api,Integration Technical Documentation > The Coupa Core API > Resources > Transactional Resources > User Reassignments API,markdown\0286-User_Reassignments_API.md,raw-html\0286-User_Reassignments_API.html
293,Worker Address API,https://compass.coupa.com/en-us/products/product-documentation/integration-technical-documentation/the-coupa-core-api/resources/transactional-resources/worker-api/worker-address-api,https://coupa-external.okta.com/app/coupa-external_compassportal_1/exko20u0a42DBmEca1t7/sso/saml?SAMLRequest=fVLfb9owEP5XIr8ndlKgYAESLZuG1G5RoXvYS3V1jtWqY2c%2Bp2P%2F%2FRyzVqwSfcyX%2B37deU7Qmk6u%2BvBk7%2FBXjxSyzXrBHnAMCi72Vb4XYpSPGlXmMG1UPlbVI4xRlNPJlGXf0ZN2dsGqQrBsQ9TjxlIAGyIkqkkeuWK2KysphBSz4mIy%2B8GydXTRFkJiPoXQkeRcub6DHA8BvQVTuOcAhXIth6579%2B8hwh0Qdc6H%2BFVyPDy7SvQCRtX6qv2koAyXnMjxoRzLPjuvMDVcsD0YwiFpHQX0C74htXfBKWeutG20%2FblgvbfSAWmSFlokGZTcrm5vZGwqH49DJL%2FsdnVef9vuWLYiQj9UunaW%2Bhb9Fv2LVnh%2Fd3NaMiUvUqFUb9Dk57gsO7TGkkxH%2BjhS9y8%2FW86HaZlu4U%2F4H9PhNQFbns065yfKR5tOfo1Sm3XtjFZ%2Fhk23EM47lUWZEN3k%2BzQqsQVtVk3jkSju0Bj3%2B9ojhHiY4Pu4AL482v7%2FRpd%2FAQ%3D%3D&RelayState=http%3A%2F%2Fcompass.coupa.com%2Fen-us%2Fproducts%2Fproduct-documentation%2Fintegration-technical-documentation%2Fthe-coupa-core-api%2Fresources%2Ftransactional-resources%2Fworker-api%2Fworker-address-api,Integration Technical Documentation > The Coupa Core API > Resources > Transactional Resources > Worker API > Worker Address API,markdown\0293-Worker_Address_API.md,raw-html\0293-Worker_Address_API.html
294,Worker Documents API,https://compass.coupa.com/en-us/products/product-documentation/integration-technical-documentation/the-coupa-core-api/resources/transactional-resources/worker-api/worker-documents-api,https://coupa-external.okta.com/app/coupa-external_compassportal_1/exko20u0a42DBmEca1t7/sso/saml?SAMLRequest=fVLfb9MwEP5XIr8nTrLQEKut1K0gKg2I1sIDL9PNuTBrjh18zij%2F%2FRwXUEHqHvPlvl93XhIMehSbyT%2BaO%2FwxIflkt12x%2B6pY9CVc1WkDRZ9WWDdp0y0ghauHt2%2BKSvZ1Byz5io6UNStWZjlLdkQT7gx5MD5AeblI8yrNm0NRijwXeZPVdfGNJdvgogz4yHz0fiTBubTTCCkePToDOrNPHjJpBw7j%2BN%2B%2F%2BwCPQDRa58NXwfH4ZMt8yqEqt9fDOwmFrzmR5XM5lry3TmJsuGI9aMI5aRsE1DP%2BRVpnvZVWXyvTKfN9xSZnhAVSJAwMSMJLsd98vBWhqXg4DZH4cDi0aft5f2DJhgjdXOnGGpoGdHt0z0ril7vb85IxeRYLxXqzJr%2FEZclx0IZEPNLrkcbf%2Bdl6OU%2BLeAt3xn%2BdDn8SsPXFrEt%2BpnyyGcWnILXbtlYr%2BWve9AD%2BslORFRFRXdrHUYEDKL3pOodEYYda2583DsGHw3g3hQXw9cn23ze6fgE%3D&RelayState=http%3A%2F%2Fcompass.coupa.com%2Fen-us%2Fproducts%2Fproduct-documentation%2Fintegration-technical-documentation%2Fthe-coupa-core-api%2Fresources%2Ftransactional-resources%2Fworker-api%2Fworker-documents-api,Integration Technical Documentation > The Coupa Core API > Resources > Transactional Resources > Worker API > Worker Documents API,markdown\0294-Worker_Documents_API.md,raw-html\0294-Worker_Documents_API.html
295,Worker Email API,https://compass.coupa.com/en-us/products/product-documentation/integration-technical-documentation/the-coupa-core-api/resources/transactional-resources/worker-api/worker-email-api,https://coupa-external.okta.com/app/coupa-external_compassportal_1/exko20u0a42DBmEca1t7/sso/saml?SAMLRequest=fVLfT9swEP5XIr8ncUy2EqutVOimVYItot0e9oKu6XVYOLbxOaz773FcmLpJ5TFf7vt15ylBr51cDOHB3OHTgBSy1XLG7uHiEjnwOt9ebJu8BtjnIOoqn1wKwbFpGpgIlv1AT8qaGRMFZ9mKaMCVoQAmRIiLj3kU4M2mEpJzWfGi%2FtD8ZNkyuigDITEfQnAky7Kzg4McDwG9AV3YxwBFZ%2FsSnPvv332EHRA560P8qko8PFrBBw61WF71nzqowqQksuVYjmWfre8wNZyxPWjCMWkbBdQz%2FkVab4PtrL5SZqfMrxkbvJEWSJE00CPJ0Mn14vZGxqZyexwi%2BWWzafP223rDsgUR%2BrHStTU09OjX6J9Vh9%2Fvbk5LpuRFKpTqjZrlOS7LDr02JNOR3o%2FkXvOz%2BXSclukW%2FoT%2FPh3eErD52azT8kT5aOPk1yi1WrZWq%2B7PuOkewnmnqqgSonb5Po1K7EHpxW7nkSjuUGv7%2B9ojhHiY4Ie4gHJ%2BtP33jc5fAA%3D%3D&RelayState=http%3A%2F%2Fcompass.coupa.com%2Fen-us%2Fproducts%2Fproduct-documentation%2Fintegration-technical-documentation%2Fthe-coupa-core-api%2Fresources%2Ftransactional-resources%2Fworker-api%2Fworker-email-api,Integration Technical Documentation > The Coupa Core API > Resources > Transactional Resources > Worker API > Worker Email API,markdown\0295-Worker_Email_API.md,raw-html\0295-Worker_Email_API.html
296,Worker Phone Number API,https://compass.coupa.com/en-us/products/product-documentation/integration-technical-documentation/the-coupa-core-api/resources/transactional-resources/worker-api/worker-phone-number-api,https://coupa-external.okta.com/app/coupa-external_compassportal_1/exko20u0a42DBmEca1t7/sso/saml?SAMLRequest=fVLfb9MwEP5XIr8ncVKvU6y2UreCqDQgWsse9jId8ZVZc%2Bzgc0b573FcQAWpe8yX%2B37deUHQm0Gux%2FBs7%2FH7iBSy7WbJnpSCmZpdz3PBr1QuBFZ5M1d1zmcwO4iaN6K5YtkDetLOLlldcJZtiUbcWgpgQ4R4Pc%2B5yHmzr2rJuax4IRrxyLJNdNEWQmI%2BhzCQLMvOjQPkeAzoLZjCvQQoOteXMAz%2F%2FXuK8ABEg%2FMhflUlHl9czUcOot7c9O86qMJ1SeTKqRzL3jvfYWq4ZAcwhFPSNgroV%2FyLtN4F1zlzo63S9tuSjd5KB6RJWuiRZOjkbv3xTsam8utpiOSH%2Fb7N28%2B7PcvWROinSrfO0tij36F%2F1R1%2Bub87L5mSF6lQqjdplpe4LDv2xpJMR3o70vA7P1stpmmZbuHP%2BG%2FT4U8CtrqYdVGeKZ9sBvkpSm03rTO6%2Bzltuodw2akqqoRolR%2FSqMQetFkr5ZEo7tAY9%2BPWI4R4mODHuIBydbL9942ufgE%3D&RelayState=http%3A%2F%2Fcompass.coupa.com%2Fen-us%2Fproducts%2Fproduct-documentation%2Fintegration-technical-documentation%2Fthe-coupa-core-api%2Fresources%2Ftransactional-resources%2Fworker-api%2Fworker-phone-number-api,Integration Technical Documentation > The Coupa Core API > Resources > Transactional Resources > Worker API > Worker Phone Number API,markdown\0296-Worker_Phone_Number_API.md,raw-html\0296-Worker_Phone_Number_API.html
297,Worker Derived Phone Number API,https://compass.coupa.com/en-us/products/product-documentation/integration-technical-documentation/the-coupa-core-api/resources/transactional-resources/worker-api/worker-derived-phone-number-api,https://coupa-external.okta.com/app/coupa-external_compassportal_1/exko20u0a42DBmEca1t7/sso/saml?SAMLRequest=fVLfb9MwEP5XIr8njtOsLVZbqVtBVBoQrYUHXqabe2PWHNv4nFH%2BexwXUEHqHvPlvl93XhD0xsv1EJ%2FsHX4fkGKx3SzZ%2FVzMEKbtrBStgLKdNFACwlU5n0M7napGPIgJK75gIO3skjVVzYot0YBbSxFsTFDdTMu6Les3e9HIupairq4ms6%2Bs2CQXbSFm5lOMniTnyg0eSjxGDBZM5Z4jVMr1HLz%2F7999gj0QeRdi%2BhIcj8%2BuqYca2mZz3b9VIOKMEzk%2BlmPFOxcU5oZL9giGcEzaJQH9gn%2BRLrjolDPX2h60%2FbZkQ7DSAWmSFnokGZXcrT%2FcytRUPpyGSL7f77uy%2B7Tbs2JNhGGsdOMsDT2GHYYXrfDz3e15yZy8yoVyvVGTX%2BKy4tgbSzIf6fVI%2Fnd%2BtlqM0zLfIpzxX6fDnwRsdTHrgp8pn2y8%2FJiktpvOGa1%2BjpvuIV52EpXIiD6Uj3lUYg%2FarA%2BHgERph8a4HzcBIabDxDCkBfDVyfbfN7r6BQ%3D%3D&RelayState=http%3A%2F%2Fcompass.coupa.com%2Fen-us%2Fproducts%2Fproduct-documentation%2Fintegration-technical-documentation%2Fthe-coupa-core-api%2Fresources%2Ftransactional-resources%2Fworker-api%2Fworker-derived-phone-number-api,Integration Technical Documentation > The Coupa Core API > Resources > Transactional Resources > Worker API > Worker Derived Phone Number API,markdown\0297-Worker_Derived_Phone_Number_API.md,raw-html\0297-Worker_Derived_Phone_Number_API.html
